Date;Filière;Valeur (TWh);Nature
2009-02;"Hydraulique";5,79;Données Consolidées
2009-03;"Hydraulique";6,208;Données Consolidées
2009-04;"Hydraulique";6,593;Données Consolidées
2009-05;"Hydraulique";7,057;Données Consolidées
2009-06;"Hydraulique";6,312;Données Consolidées
2009-07;"Hydraulique";4,872;Données Consolidées
2009-08;"Hydraulique";3,867;Données Consolidées
2009-09;"Hydraulique";2,977;Données Consolidées
2009-10;"Hydraulique";3,069;Données Consolidées
2009-11;"Hydraulique";3,79;Données Consolidées
2009-12;"Hydraulique";5,269;Données Consolidées
2010-01;"Hydraulique";6,307;Données Consolidées
2010-02;"Hydraulique";5,887;Données Consolidées
2010-03;"Hydraulique";6,204;Données Consolidées
2010-04;"Hydraulique";5,684;Données Consolidées
2010-05;"Hydraulique";6,428;Données Consolidées
2010-06;"Hydraulique";7,263;Données Consolidées
2010-07;"Hydraulique";5,41;Données Consolidées
2010-08;"Hydraulique";4,348;Données Consolidées
2010-09;"Hydraulique";3,594;Données Consolidées
2010-10;"Hydraulique";4,023;Données Consolidées
2010-11;"Hydraulique";5,466;Données Consolidées
2010-12;"Hydraulique";6,985;Données Consolidées
2011-01;"Hydraulique";5,981;Données Consolidées
2011-02;"Hydraulique";4,112;Données Consolidées
2011-03;"Hydraulique";4,431;Données Consolidées
2011-04;"Hydraulique";3,998;Données Consolidées
2011-05;"Hydraulique";3,373;Données Consolidées
2011-06;"Hydraulique";4,269;Données Consolidées
2011-07;"Hydraulique";4,174;Données Consolidées
2011-08;"Hydraulique";3,871;Données Consolidées
2011-09;"Hydraulique";3,218;Données Consolidées
2011-10;"Hydraulique";3,256;Données Consolidées
2011-11;"Hydraulique";3,937;Données Consolidées
2011-12;"Hydraulique";5,646;Données Consolidées
2012-01;"Hydraulique";6,741;Données Consolidées
2012-02;"Hydraulique";5,244;Données Consolidées
2012-03;"Hydraulique";3,894;Données Consolidées
2012-04;"Hydraulique";5,302;Données Consolidées
2012-05;"Hydraulique";7,706;Données Consolidées
2012-06;"Hydraulique";6,823;Données Consolidées
2012-07;"Hydraulique";4,901;Données Consolidées
2012-08;"Hydraulique";3,563;Données Consolidées
2012-09;"Hydraulique";3,641;Données Consolidées
2012-10;"Hydraulique";4,534;Données Consolidées
2012-11;"Hydraulique";4,914;Données Consolidées
2012-12;"Hydraulique";6,521;Données Consolidées
2013-01;"Hydraulique";6,906;Données Consolidées
2013-02;"Hydraulique";6,858;Données Consolidées
2013-03;"Hydraulique";6,488;Données Consolidées
2013-04;"Hydraulique";7,242;Données Consolidées
2013-05;"Hydraulique";8,607;Données Consolidées
2013-06;"Hydraulique";7,375;Données Consolidées
2013-07;"Hydraulique";6,407;Données Consolidées
2013-08;"Hydraulique";4,551;Données Consolidées
2013-09;"Hydraulique";4,126;Données Consolidées
2013-10;"Hydraulique";4,855;Données Consolidées
2013-11;"Hydraulique";6,365;Données Consolidées
2013-12;"Hydraulique";5,688;Données Consolidées
2014-01;"Hydraulique";7,034639533891;Données Consolidées
2014-02;"Hydraulique";7,064786514656;Données Consolidées
2014-03;"Hydraulique";6,984440536949;Données Consolidées
2014-04;"Hydraulique";5,786263851631;Données Consolidées
2014-05;"Hydraulique";6,135081901023;Données Consolidées
2014-06;"Hydraulique";4,962682604323;Données Consolidées
2014-07;"Hydraulique";6,131025842262;Données Consolidées
2014-08;"Hydraulique";5,273334897781;Données Consolidées
2014-09;"Hydraulique";3,733771293807;Données Consolidées
2014-10;"Hydraulique";3,757241677007;Données Consolidées
2014-11;"Hydraulique";4,853922858355;Données Consolidées
2014-12;"Hydraulique";5,729297941164;Données Consolidées
2015-01;"Hydraulique";6,203325903133;Données Consolidées
2015-02;"Hydraulique";6,3772892189;Données Consolidées
2015-03;"Hydraulique";6,480549172385;Données Consolidées
2015-04;"Hydraulique";5,728845515643;Données Consolidées
2015-05;"Hydraulique";6,452224737918;Données Consolidées
2015-06;"Hydraulique";5,589550623395;Données Consolidées
2015-07;"Hydraulique";4,008137396331;Données Consolidées
2015-08;"Hydraulique";3,410344410607;Données Consolidées
2015-09;"Hydraulique";3,421187415148;Données Consolidées
2015-10;"Hydraulique";3,873896780381;Données Consolidées
2015-11;"Hydraulique";3,549972482574;Données Consolidées
2015-12;"Hydraulique";3,657317523947;Données Consolidées
2016-01;"Hydraulique";5,676766358149;Données Consolidées
2016-02;"Hydraulique";6,939796386765;Données Consolidées
2016-03;"Hydraulique";6,599527572951;Données Consolidées
2016-04;"Hydraulique";6,461725228214;Données Consolidées
2016-05;"Hydraulique";6,533701777164;Données Consolidées
2016-06;"Hydraulique";7,157149687228;Données Consolidées
2016-07;"Hydraulique";5,275702397734;Données Consolidées
2016-08;"Hydraulique";3,854307189974;Données Consolidées
2016-09;"Hydraulique";3,364324383004;Données Consolidées
2016-10;"Hydraulique";3,056593947998;Données Consolidées
2016-11;"Hydraulique";4,23961440261;Données Consolidées
2016-12;"Hydraulique";4,474004966365;Données Consolidées
2017-01;"Hydraulique";5,190193380738;Données Consolidées
2017-02;"Hydraulique";4,533730248247;Données Consolidées
2017-03;"Hydraulique";6,230751867588;Données Consolidées
2017-04;"Hydraulique";4,144489700412;Données Consolidées
2017-05;"Hydraulique";5,681809946758;Données Consolidées
2017-06;"Hydraulique";5,05303113606;Données Consolidées
2017-07;"Hydraulique";3,860121653777;Données Consolidées
2017-08;"Hydraulique";3,471253535239;Données Consolidées
2017-09;"Hydraulique";3,07240472185;Données Consolidées
2017-10;"Hydraulique";2,717699210996;Données Consolidées
2017-11;"Hydraulique";3,914307900223;Données Consolidées
2017-12;"Hydraulique";5,301084300541;Données Consolidées
2018-01;"Hydraulique";7,282318015495;Données Consolidées
2018-02;"Hydraulique";7,145624436283;Données Consolidées
2018-03;"Hydraulique";7,091014159521;Données Consolidées
2018-04;"Hydraulique";6,926801210216;Données Consolidées
2018-05;"Hydraulique";7,669843573731;Données Consolidées
2018-06;"Hydraulique";7,532076253646;Données Consolidées
2018-07;"Hydraulique";5,248934603143;Données Consolidées
2018-08;"Hydraulique";3,873425100157;Données Consolidées
2018-09;"Hydraulique";3,017641632311;Données Consolidées
2018-10;"Hydraulique";2,913768060226;Données Consolidées
2018-11;"Hydraulique";3,954562917473;Données Consolidées
2018-12;"Hydraulique";5,146717464138;Données Consolidées
2019-01;"Hydraulique";4,959895292553;Données Consolidées
2019-02;"Hydraulique";5,027367684442;Données Consolidées
2019-03;"Hydraulique";5,141943852027;Données Consolidées
2019-04;"Hydraulique";4,479664121674;Données Consolidées
2019-05;"Hydraulique";5,526376232983;Données Consolidées
2019-06;"Hydraulique";5,734735977289;Données Consolidées
2019-07;"Hydraulique";4,367765549022;Données Consolidées
2019-08;"Hydraulique";3,733523167768;Données Consolidées
2019-09;"Hydraulique";2,56055113276;Données Consolidées
2019-10;"Hydraulique";3,771402464195;Données Consolidées
2019-11;"Hydraulique";6,44664801984;Données Consolidées
2019-12;"Hydraulique";7,823731682213;Données Consolidées
2020-01;"Hydraulique";6,299329859324;Données Consolidées
2020-02;"Hydraulique";6,272057613346;Données Consolidées
2020-03;"Hydraulique";7,321267224201;Données Consolidées
2020-04;"Hydraulique";5,059091900617;Données Consolidées
2020-05;"Hydraulique";6,66250669804;Données Consolidées
2020-06;"Hydraulique";6,34056986465;Données Consolidées
2020-07;"Hydraulique";4,585009523831;Données Consolidées
2020-08;"Hydraulique";3,673292474969;Données Consolidées
2020-09;"Hydraulique";3,346188739191;Données Consolidées
2020-10;"Hydraulique";5,137003121791;Données Consolidées
2020-11;"Hydraulique";4,49626629959;Données Consolidées
2020-12;"Hydraulique";5,737481608426;Données Consolidées
2021-01;"Hydraulique";7,268982367002;Données Consolidées
2021-02;"Hydraulique";6,847100274679;Données Consolidées
2021-03;"Hydraulique";5,881466870672;Données Consolidées
2021-04;"Hydraulique";3,973147523119;Données Consolidées
2021-05;"Hydraulique";6,216259008004;Données Consolidées
2021-06;"Hydraulique";6,180734267226;Données Consolidées
2021-07;"Hydraulique";5,571181228816;Données Consolidées
2021-08;"Hydraulique";4,380674628103;Données Consolidées
2021-09;"Hydraulique";3,393283295936;Données Consolidées
2021-10;"Hydraulique";2,998764652032;Données Consolidées
2021-11;"Hydraulique";3,974061686757;Données Consolidées
2021-12;"Hydraulique";5,290325202754;Données Consolidées
2022-01;"Hydraulique";5,874375457776;Données Consolidées
2022-02;"Hydraulique";4,375312778059;Données Consolidées
2022-03;"Hydraulique";4,557519384322;Données Consolidées
2022-04;"Hydraulique";5,060325015958;Données Consolidées
2022-05;"Hydraulique";5,024761397055;Données Consolidées
2022-06;"Hydraulique";4,006507914419;Données Consolidées
2022-07;"Hydraulique";3,465020927829;Données Consolidées
2022-08;"Hydraulique";2,690399643293;Données Consolidées
2022-09;"Hydraulique";2,444918481542;Données Consolidées
2022-10;"Hydraulique";3,038227637682;Données Consolidées
2022-11;"Hydraulique";3,893077785443;Données Consolidées
2022-12;"Hydraulique";5,19069028949;Données Consolidées
2023-01;"Hydraulique";6,373296864879;Données Consolidées
2023-02;"Hydraulique";3,592902807646;Données Consolidées
2023-03;"Hydraulique";4,633182055736;Données Consolidées
2023-04;"Hydraulique";4,591448955599;Données Consolidées
2023-05;"Hydraulique";5,402470944334;Données Consolidées
2023-06;"Hydraulique";5,780606885076;Données Consolidées
2023-07;"Hydraulique";3,996524047369;Données Consolidées
2023-08;"Hydraulique";3,588527979553;Données Consolidées
2023-09;"Hydraulique";3,186928500713;Données Consolidées
2023-10;"Hydraulique";3,590834234031;Données Consolidées
2023-11;"Hydraulique";6,674770670804;Données Consolidées
2023-12;"Hydraulique";7,426552262493;Données Consolidées
2024-01;"Hydraulique";7,815827521475;Données Consolidées
2024-02;"Hydraulique";6,355067975556;Données Consolidées
2024-03;"Hydraulique";7,524687649862;Données Consolidées
2024-04;"Hydraulique";6,155744238977;Données Consolidées
2024-05;"Hydraulique";7,75385096019;Données Consolidées
2024-06;"Hydraulique";6,674425529003;Données Consolidées
2024-07;"Hydraulique";5,933207645122;Données Consolidées
2024-08;"Hydraulique";4,269931577797;Données Consolidées
2024-09;"Hydraulique";4,017228074196;Données Consolidées
2024-10;"Hydraulique";6,517675081464;Données Consolidées
2024-11;"Hydraulique";5,27165577904;Données Consolidées
2024-12;"Hydraulique";6,772651083668;Données Consolidées
2025-01;"Hydraulique";7,278224430615;Données Consolidées
2025-02;"Hydraulique";6,503228609926;Données Consolidées
2025-03;"Hydraulique";5,466748990289;Données Consolidées
2025-04;"Hydraulique";5,08555405043;Données Consolidées
2025-05;"Hydraulique";5,554040864488;Données Consolidées
2025-06;"Hydraulique";5,203732679991;Données Consolidées
2025-07;"Hydraulique";3,747492689121;Données Consolidées
2025-08;"Hydraulique";3,380684325602;Données Consolidées
2025-09;"Hydraulique";3,635718329919;Données Consolidées
2025-10;"Hydraulique";4,142655186424;Données Consolidées
2025-11;"Hydraulique";5,8055467048;Données Consolidées
1995-01;"Thermique fossile";3,697;Données Consolidées
1995-02;"Thermique fossile";1,931;Données Consolidées
1995-03;"Thermique fossile";3,339;Données Consolidées
1995-04;"Thermique fossile";2,711;Données Consolidées
1995-05;"Thermique fossile";2,152;Données Consolidées
1995-06;"Thermique fossile";2,675;Données Consolidées
1995-07;"Thermique fossile";2,972;Données Consolidées
1995-08;"Thermique fossile";2,181;Données Consolidées
1995-09;"Thermique fossile";3,622;Données Consolidées
1995-10;"Thermique fossile";3,081;Données Consolidées
1995-11;"Thermique fossile";4,51;Données Consolidées
1995-12;"Thermique fossile";3,931;Données Consolidées
1996-01;"Thermique fossile";3,889;Données Consolidées
1996-02;"Thermique fossile";5,196;Données Consolidées
1996-03;"Thermique fossile";4,465;Données Consolidées
1996-04;"Thermique fossile";3,036;Données Consolidées
1996-05;"Thermique fossile";2,443;Données Consolidées
1996-06;"Thermique fossile";2,818;Données Consolidées
1996-07;"Thermique fossile";2,685;Données Consolidées
1996-08;"Thermique fossile";1,105;Données Consolidées
1996-09;"Thermique fossile";2,798;Données Consolidées
1996-10;"Thermique fossile";3,908;Données Consolidées
1996-11;"Thermique fossile";4,327;Données Consolidées
1996-12;"Thermique fossile";5,011;Données Consolidées
1997-01;"Thermique fossile";6,65;Données Consolidées
1997-02;"Thermique fossile";4,244;Données Consolidées
1997-03;"Thermique fossile";2,296;Données Consolidées
1997-04;"Thermique fossile";2,173;Données Consolidées
1997-05;"Thermique fossile";1,47;Données Consolidées
1997-06;"Thermique fossile";1,933;Données Consolidées
1997-07;"Thermique fossile";1,51;Données Consolidées
1997-08;"Thermique fossile";1,586;Données Consolidées
1997-09;"Thermique fossile";2,492;Données Consolidées
1997-10;"Thermique fossile";3,999;Données Consolidées
1997-11;"Thermique fossile";4,311;Données Consolidées
1997-12;"Thermique fossile";5,117;Données Consolidées
1998-01;"Thermique fossile";4,842;Données Consolidées
1998-02;"Thermique fossile";4,421;Données Consolidées
1998-03;"Thermique fossile";5,349;Données Consolidées
1998-04;"Thermique fossile";5,34;Données Consolidées
1998-05;"Thermique fossile";3,011;Données Consolidées
1998-06;"Thermique fossile";2,955;Données Consolidées
1998-07;"Thermique fossile";3,845;Données Consolidées
1998-08;"Thermique fossile";2,868;Données Consolidées
1998-09;"Thermique fossile";3,128;Données Consolidées
1998-10;"Thermique fossile";3,36;Données Consolidées
1998-11;"Thermique fossile";5,7;Données Consolidées
1998-12;"Thermique fossile";7,841;Données Consolidées
1999-01;"Thermique fossile";5,953;Données Consolidées
1999-02;"Thermique fossile";6,197;Données Consolidées
1999-03;"Thermique fossile";4,792;Données Consolidées
1999-04;"Thermique fossile";3,035;Données Consolidées
1999-05;"Thermique fossile";1,965;Données Consolidées
1999-06;"Thermique fossile";2,324;Données Consolidées
1999-07;"Thermique fossile";2,594;Données Consolidées
1999-08;"Thermique fossile";1,95;Données Consolidées
1999-09;"Thermique fossile";3,051;Données Consolidées
1999-10;"Thermique fossile";3,606;Données Consolidées
1999-11;"Thermique fossile";6,015;Données Consolidées
1999-12;"Thermique fossile";7,216;Données Consolidées
2000-01;"Thermique fossile";8,09;Données Consolidées
2000-02;"Thermique fossile";6,571;Données Consolidées
2000-03;"Thermique fossile";4,908;Données Consolidées
2000-04;"Thermique fossile";4,381;Données Consolidées
2000-05;"Thermique fossile";1,606;Données Consolidées
2000-06;"Thermique fossile";2,351;Données Consolidées
2000-07;"Thermique fossile";2,561;Données Consolidées
2000-08;"Thermique fossile";2,092;Données Consolidées
2000-09;"Thermique fossile";2,782;Données Consolidées
2000-10;"Thermique fossile";3,859;Données Consolidées
2000-11;"Thermique fossile";5,291;Données Consolidées
2000-12;"Thermique fossile";5,387;Données Consolidées
2001-01;"Thermique fossile";4,891;Données Consolidées
2001-02;"Thermique fossile";4,678;Données Consolidées
2001-03;"Thermique fossile";4,489;Données Consolidées
2001-04;"Thermique fossile";2,595;Données Consolidées
2001-05;"Thermique fossile";2,198;Données Consolidées
2001-06;"Thermique fossile";2,28;Données Consolidées
2001-07;"Thermique fossile";1,781;Données Consolidées
2001-08;"Thermique fossile";1,369;Données Consolidées
2001-09;"Thermique fossile";1,827;Données Consolidées
2001-10;"Thermique fossile";2,802;Données Consolidées
2001-11;"Thermique fossile";7,119;Données Consolidées
2001-12;"Thermique fossile";8,761;Données Consolidées
2002-01;"Thermique fossile";8,19;Données Consolidées
2002-02;"Thermique fossile";6,635;Données Consolidées
2002-03;"Thermique fossile";6,022;Données Consolidées
2002-04;"Thermique fossile";3,848;Données Consolidées
2002-05;"Thermique fossile";2,671;Données Consolidées
2002-06;"Thermique fossile";2,294;Données Consolidées
2002-07;"Thermique fossile";2,409;Données Consolidées
2002-08;"Thermique fossile";1,692;Données Consolidées
2002-09;"Thermique fossile";2,905;Données Consolidées
2002-10;"Thermique fossile";3,862;Données Consolidées
2002-11;"Thermique fossile";5,05;Données Consolidées
2002-12;"Thermique fossile";6,003;Données Consolidées
2003-01;"Thermique fossile";7,197;Données Consolidées
2003-02;"Thermique fossile";6,832;Données Consolidées
2003-03;"Thermique fossile";5,839;Données Consolidées
2003-04;"Thermique fossile";3,916;Données Consolidées
2003-05;"Thermique fossile";2,437;Données Consolidées
2003-06;"Thermique fossile";2,509;Données Consolidées
2003-07;"Thermique fossile";2,945;Données Consolidées
2003-08;"Thermique fossile";2,924;Données Consolidées
2003-09;"Thermique fossile";3,371;Données Consolidées
2003-10;"Thermique fossile";4,441;Données Consolidées
2003-11;"Thermique fossile";6,153;Données Consolidées
2003-12;"Thermique fossile";6,301;Données Consolidées
2004-01;"Thermique fossile";6,332;Données Consolidées
2004-02;"Thermique fossile";6,197;Données Consolidées
2004-03;"Thermique fossile";7,036;Données Consolidées
2004-04;"Thermique fossile";4,087;Données Consolidées
2004-05;"Thermique fossile";2,885;Données Consolidées
2004-06;"Thermique fossile";2,913;Données Consolidées
2004-07;"Thermique fossile";2,439;Données Consolidées
2004-08;"Thermique fossile";2,631;Données Consolidées
2004-09;"Thermique fossile";2,99;Données Consolidées
2004-10;"Thermique fossile";3,343;Données Consolidées
2004-11;"Thermique fossile";5,986;Données Consolidées
2004-12;"Thermique fossile";6,755;Données Consolidées
2005-01;"Thermique fossile";6,748;Données Consolidées
2005-02;"Thermique fossile";7,51;Données Consolidées
2005-03;"Thermique fossile";7,584;Données Consolidées
2005-04;"Thermique fossile";4,064;Données Consolidées
2005-05;"Thermique fossile";2,692;Données Consolidées
2005-06;"Thermique fossile";2,906;Données Consolidées
2005-07;"Thermique fossile";3,312;Données Consolidées
2005-08;"Thermique fossile";2,005;Données Consolidées
2005-09;"Thermique fossile";3,124;Données Consolidées
2005-10;"Thermique fossile";3,712;Données Consolidées
2005-11;"Thermique fossile";7,271;Données Consolidées
2005-12;"Thermique fossile";8,722;Données Consolidées
2006-01;"Thermique fossile";8,577;Données Consolidées
2006-02;"Thermique fossile";8,067;Données Consolidées
2006-03;"Thermique fossile";7,793;Données Consolidées
2006-04;"Thermique fossile";1,987;Données Consolidées
2006-05;"Thermique fossile";1,517;Données Consolidées
2006-06;"Thermique fossile";2,181;Données Consolidées
2006-07;"Thermique fossile";2,822;Données Consolidées
2006-08;"Thermique fossile";1,884;Données Consolidées
2006-09;"Thermique fossile";2,728;Données Consolidées
2006-10;"Thermique fossile";3,078;Données Consolidées
2006-11;"Thermique fossile";6,334;Données Consolidées
2006-12;"Thermique fossile";6,88;Données Consolidées
2007-01;"Thermique fossile";6,524;Données Consolidées
2007-02;"Thermique fossile";5,87;Données Consolidées
2007-03;"Thermique fossile";6,34;Données Consolidées
2007-04;"Thermique fossile";3,589;Données Consolidées
2007-05;"Thermique fossile";2,835;Données Consolidées
2007-06;"Thermique fossile";2,49;Données Consolidées
2007-07;"Thermique fossile";2,589;Données Consolidées
2007-08;"Thermique fossile";2,092;Données Consolidées
2007-09;"Thermique fossile";2,942;Données Consolidées
2007-10;"Thermique fossile";4,239;Données Consolidées
2007-11;"Thermique fossile";7,57;Données Consolidées
2007-12;"Thermique fossile";8,019;Données Consolidées
2008-01;"Thermique fossile";7,007;Données Consolidées
2008-02;"Thermique fossile";6,151;Données Consolidées
2008-03;"Thermique fossile";6,408;Données Consolidées
2008-04;"Thermique fossile";3,904;Données Consolidées
2008-05;"Thermique fossile";1,954;Données Consolidées
2008-06;"Thermique fossile";2,877;Données Consolidées
2008-07;"Thermique fossile";2,525;Données Consolidées
2008-08;"Thermique fossile";1,729;Données Consolidées
2008-09;"Thermique fossile";3,094;Données Consolidées
2008-10;"Thermique fossile";4,401;Données Consolidées
2008-11;"Thermique fossile";6,074;Données Consolidées
2008-12;"Thermique fossile";7,052;Données Consolidées
2009-01;"Thermique fossile";7,933;Données Consolidées
2009-02;"Thermique fossile";6,84;Données Consolidées
2009-03;"Thermique fossile";6,151;Données Consolidées
2009-04;"Thermique fossile";2,567;Données Consolidées
2009-05;"Thermique fossile";1,787;Données Consolidées
2009-06;"Thermique fossile";2,064;Données Consolidées
2009-07;"Thermique fossile";2,368;Données Consolidées
2009-08;"Thermique fossile";2,539;Données Consolidées
2009-09;"Thermique fossile";3,583;Données Consolidées
2009-10;"Thermique fossile";4,754;Données Consolidées
2009-11;"Thermique fossile";6,594;Données Consolidées
2009-12;"Thermique fossile";7,714;Données Consolidées
2010-01;"Thermique fossile";8,801;Données Consolidées
2010-02;"Thermique fossile";6,822;Données Consolidées
2010-03;"Thermique fossile";7,25;Données Consolidées
2010-04;"Thermique fossile";3,568;Données Consolidées
2010-05;"Thermique fossile";2,843;Données Consolidées
2010-06;"Thermique fossile";2,366;Données Consolidées
2010-07;"Thermique fossile";2,953;Données Consolidées
2010-08;"Thermique fossile";1,58;Données Consolidées
2010-09;"Thermique fossile";2,965;Données Consolidées
2010-10;"Thermique fossile";4,713;Données Consolidées
2010-11;"Thermique fossile";7,024;Données Consolidées
2010-12;"Thermique fossile";8,598;Données Consolidées
2011-01;"Thermique fossile";6,599;Données Consolidées
2011-02;"Thermique fossile";6,553;Données Consolidées
2011-03;"Thermique fossile";6,807;Données Consolidées
2011-04;"Thermique fossile";2,888;Données Consolidées
2011-05;"Thermique fossile";3,228;Données Consolidées
2011-06;"Thermique fossile";1,974;Données Consolidées
2011-07;"Thermique fossile";1,672;Données Consolidées
2011-08;"Thermique fossile";1,805;Données Consolidées
2011-09;"Thermique fossile";2,749;Données Consolidées
2011-10;"Thermique fossile";4,673;Données Consolidées
2011-11;"Thermique fossile";7,081;Données Consolidées
2011-12;"Thermique fossile";5,475;Données Consolidées
2012-01;"Thermique fossile";5,399;Données Consolidées
2012-02;"Thermique fossile";8,721;Données Consolidées
2012-03;"Thermique fossile";5,276;Données Consolidées
2012-04;"Thermique fossile";3,484;Données Consolidées
2012-05;"Thermique fossile";1,772;Données Consolidées
2012-06;"Thermique fossile";2,219;Données Consolidées
2012-07;"Thermique fossile";2,221;Données Consolidées
2012-08;"Thermique fossile";2,533;Données Consolidées
2012-09;"Thermique fossile";2,45;Données Consolidées
2012-10;"Thermique fossile";3,518;Données Consolidées
2012-11;"Thermique fossile";5,189;Données Consolidées
2012-12;"Thermique fossile";5,319;Données Consolidées
2013-01;"Thermique fossile";6,301;Données Consolidées
2013-02;"Thermique fossile";6,357;Données Consolidées
2013-03;"Thermique fossile";6,27;Données Consolidées
2013-04;"Thermique fossile";2,984;Données Consolidées
2013-05;"Thermique fossile";1,403;Données Consolidées
2013-06;"Thermique fossile";1,111;Données Consolidées
2013-07;"Thermique fossile";1,636;Données Consolidées
2013-08;"Thermique fossile";2,044;Données Consolidées
2013-09;"Thermique fossile";2,784;Données Consolidées
2013-10;"Thermique fossile";3,262;Données Consolidées
2013-11;"Thermique fossile";4,877;Données Consolidées
2013-12;"Thermique fossile";4,545;Données Consolidées
2014-01;"Thermique fossile";3,031036455326;Données Consolidées
2014-02;"Thermique fossile";2,568259110702;Données Consolidées
2014-03;"Thermique fossile";2,828384576444;Données Consolidées
2014-04;"Thermique fossile";1,420471014812;Données Consolidées
2014-05;"Thermique fossile";0,992956036576;Données Consolidées
2014-06;"Thermique fossile";0,945437272781;Données Consolidées
2014-07;"Thermique fossile";0,763274370493;Données Consolidées
2014-08;"Thermique fossile";0,710829141871;Données Consolidées
2014-09;"Thermique fossile";1,41169106667;Données Consolidées
2014-10;"Thermique fossile";2,292971383664;Données Consolidées
2014-11;"Thermique fossile";3,397546912293;Données Consolidées
2014-12;"Thermique fossile";4,200233262642;Données Consolidées
2015-01;"Thermique fossile";4,869986476053;Données Consolidées
2015-02;"Thermique fossile";5,214106427762;Données Consolidées
2015-03;"Thermique fossile";3,885938460564;Données Consolidées
2015-04;"Thermique fossile";1,624110893472;Données Consolidées
2015-05;"Thermique fossile";0,64606084349;Données Consolidées
2015-06;"Thermique fossile";0,662620429065;Données Consolidées
2015-07;"Thermique fossile";1,281780575965;Données Consolidées
2015-08;"Thermique fossile";0,772283616236;Données Consolidées
2015-09;"Thermique fossile";1,852320676428;Données Consolidées
2015-10;"Thermique fossile";3,60118739842;Données Consolidées
2015-11;"Thermique fossile";4,526587240558;Données Consolidées
2015-12;"Thermique fossile";4,016715120561;Données Consolidées
2016-01;"Thermique fossile";4,744941851532;Données Consolidées
2016-02;"Thermique fossile";3,615089859457;Données Consolidées
2016-03;"Thermique fossile";4,282939664031;Données Consolidées
2016-04;"Thermique fossile";2,440553177383;Données Consolidées
2016-05;"Thermique fossile";1,424441904588;Données Consolidées
2016-06;"Thermique fossile";1,535689340251;Données Consolidées
2016-07;"Thermique fossile";1,939086765795;Données Consolidées
2016-08;"Thermique fossile";2,049883270126;Données Consolidées
2016-09;"Thermique fossile";4,050257085527;Données Consolidées
2016-10;"Thermique fossile";4,98689238224;Données Consolidées
2016-11;"Thermique fossile";6,562800410166;Données Consolidées
2016-12;"Thermique fossile";7,323001628921;Données Consolidées
2017-01;"Thermique fossile";8,220892922522;Données Consolidées
2017-02;"Thermique fossile";6,028121460713;Données Consolidées
2017-03;"Thermique fossile";5,037282128241;Données Consolidées
2017-04;"Thermique fossile";3,332171017118;Données Consolidées
2017-05;"Thermique fossile";2,316223092961;Données Consolidées
2017-06;"Thermique fossile";1,983179168839;Données Consolidées
2017-07;"Thermique fossile";3,199383468944;Données Consolidées
2017-08;"Thermique fossile";1,959994863023;Données Consolidées
2017-09;"Thermique fossile";2,924436955189;Données Consolidées
2017-10;"Thermique fossile";5,293818790815;Données Consolidées
2017-11;"Thermique fossile";6,98554688706;Données Consolidées
2017-12;"Thermique fossile";6,022352855627;Données Consolidées
2018-01;"Thermique fossile";3,497715921655;Données Consolidées
2018-02;"Thermique fossile";6,014648551305;Données Consolidées
2018-03;"Thermique fossile";4,895375951074;Données Consolidées
2018-04;"Thermique fossile";1,168483412821;Données Consolidées
2018-05;"Thermique fossile";0,835805312102;Données Consolidées
2018-06;"Thermique fossile";1,094353229668;Données Consolidées
2018-07;"Thermique fossile";2,631244530359;Données Consolidées
2018-08;"Thermique fossile";2,488822645551;Données Consolidées
2018-09;"Thermique fossile";2,107842586791;Données Consolidées
2018-10;"Thermique fossile";3,68362699946;Données Consolidées
2018-11;"Thermique fossile";5,549303427153;Données Consolidées
2018-12;"Thermique fossile";4,456816044122;Données Consolidées
2019-01;"Thermique fossile";6,393997609342;Données Consolidées
2019-02;"Thermique fossile";4,826807774126;Données Consolidées
2019-03;"Thermique fossile";3,327788290691;Données Consolidées
2019-04;"Thermique fossile";2,227045804633;Données Consolidées
2019-05;"Thermique fossile";1,982480418512;Données Consolidées
2019-06;"Thermique fossile";1,775776041788;Données Consolidées
2019-07;"Thermique fossile";2,896632584273;Données Consolidées
2019-08;"Thermique fossile";2,176379720668;Données Consolidées
2019-09;"Thermique fossile";2,859591433062;Données Consolidées
2019-10;"Thermique fossile";3,210529623007;Données Consolidées
2019-11;"Thermique fossile";5,626562604356;Données Consolidées
2019-12;"Thermique fossile";4,369663669922;Données Consolidées
2020-01;"Thermique fossile";5,481893216422;Données Consolidées
2020-02;"Thermique fossile";3,83130055561;Données Consolidées
2020-03;"Thermique fossile";3,620279066553;Données Consolidées
2020-04;"Thermique fossile";0,589876631878;Données Consolidées
2020-05;"Thermique fossile";1,220986442897;Données Consolidées
2020-06;"Thermique fossile";2,484504562487;Données Consolidées
2020-07;"Thermique fossile";2,757088254586;Données Consolidées
2020-08;"Thermique fossile";2,634760710316;Données Consolidées
2020-09;"Thermique fossile";2,955045314075;Données Consolidées
2020-10;"Thermique fossile";2,473344818493;Données Consolidées
2020-11;"Thermique fossile";4,430725578079;Données Consolidées
2020-12;"Thermique fossile";4,858109371894;Données Consolidées
2021-01;"Thermique fossile";5,683629307223;Données Consolidées
2021-02;"Thermique fossile";4,057001587938;Données Consolidées
2021-03;"Thermique fossile";4,14582038047;Données Consolidées
2021-04;"Thermique fossile";3,046664621832;Données Consolidées
